dia_semana,ano,data,adversario,publico_pagante,publico_presente,renda_bruta,estadio,campeonato,placar,horario
"quinta-feira,",2024,4 de abril,Cruzeiro,3.092,3.092,Não informado,Olímpico Atahualpa,1ª rodada - Fase de Grupos da Copa Sul-Americana 2024,0 × 0,às 21:00
"domingo,",2024,7 de abril,Atlético-MG,57.368 (2.197 sócios),61.582,"R$ 5.517.247,62",Mineirão,Jogo de volta - Final do Campeonato Mineiro 2024,1 × 3,às 15:30
"quinta-feira,",2024,11 de abril,Alianza FC,16.936,18.818,"R$ 470.170,00",Mineirão,2ª rodada - Fase de Grupos da Copa Sul-Americana 2024,3 × 3,às 21:00
"domingo,",2024,14 de abril,Botafogo,17.283 (3.223 sócios),20.701,"R$ 623.060,00",Mineirão,1ª rodada do Campeonato Brasileiro 2024,3 × 2,às 17:00
"quarta-feira,",2024,17 de abril,Cruzeiro,21.726,22.131,"R$ 209.448,00",Castelão-CE,2ª rodada do Campeonato Brasileiro 2024,1 × 1,às 20:00
"sábado,",2024,20 de abril,Cruzeiro,36.080,39.541,"R$ 2.151.652,52",Arena MRV,3ª rodada do Campeonato Brasileiro 2024,3 × 0,às 21:00
"terça-feira,",2024,23 de abril,Cruzeiro,Não disponível,1.182,Não informado,Estadio Regional,3ª rodada - Fase de Grupos da Copa Sul-Americana 2024,0 × 0,às 19:00
"domingo,",2024,26 de abril,Vitória,16.996 (3.751 sócios),20.083,"R$ 620.905,00",Mineirão,4ª rodada do Campeonato Brasileiro 2024,3 × 1,às 16:00
"terça-feira,",2024,7 de maio,Cruzeiro,Não disponível,3.068,Não informado,Armando Maestre Pavajeau,4ª rodada - Fase de Grupos da Copa Sul-Americana 2024,0 × 3,às 21:30
"domingo,",2024,12 de maio,Cruzeiro,4.711,7.576,"R$ 183.485,00",Antônio Accioly,6ª rodada do Campeonato Brasileiro 2024,0 × 1,às 16:00
"quinta-feira,",2024,16 de maio,Unión La Calera,15.940,17.712,"R$ 720.682,50",Independência,5ª rodada - Fase de Grupos da Copa Sul-Americana 2024,1 × 0,às 21:00
"quinta-feira,",2024,30 de maio,Universidad de Quito,46.965,55.254,"R$ 2.770.277,50",Mineirão,6ª rodada - Fase de Grupos da Copa Sul-Americana 2024,1 × 0,às 21:00
"domingo,",2024,2 de junho,Cruzeiro,44.928,44.928,"R$ 2.560.112,00",MorumBIS,7ª rodada do Campeonato Brasileiro 2024,2 × 0,às 21:30
"quinta-feira,",2024,13 de junho,Cuiabá,23.559 (13.082 sócios),26.595,"R$ 776.196,00",Mineirão,8ª rodada do Campeonato Brasileiro 2024,2 × 1,às 19:00
"domingo,",2024,16 de junho,Cruzeiro,11.276,11.276,"R$ 550.600,00",São Januário,9ª rodada do Campeonato Brasileiro 2024,0 × 0,às 18:30
"quarta-feira,",2024,19 de junho,Fluminense,25.659 (16.652 sócios),28.812,"R$ 831.555,00",Mineirão,10ª rodada do Campeonato Brasileiro 2024,2 × 0,às 21:30
"domingo,",2024,23 de junho,Cruzeiro,34.609,34.609,"R$ 954.829,50",Fonte Nova,11ª rodada do Campeonato Brasileiro 2024,4 × 1,às 16:00
"quarta-feira,",2024,26 de junho,Athletico,23.704 (8.640 sócios),26.465,"R$ 763.417,50",Mineirão,12ª rodada do Campeonato Brasileiro 2024,2 × 0,às 19:00
"domingo,",2024,30 de junho,Cruzeiro,52.741,56.236,"R$ 3.065.545,00",Maracanã,13ª rodada do Campeonato Brasileiro 2024,2 × 1,às 18:30
"quarta-feira,",2024,3 de julho,Cruzeiro,11.542,12.352,"R$ 490.140,00",Heriberto Hülse,14ª rodada do Campeonato Brasileiro 2024,1 × 0,às 20:00
"domingo,",2024,7 de julho,Corinthians,51.445 (22.937 sócios),55.186,"R$ 3.137.608,00",Mineirão,15ª rodada do Campeonato Brasileiro 2024,3 × 0,às 16:00
"quarta-feira,",2024,10 de julho,Cruzeiro,4.623,4.623,"R$ 166.350,00",Francisco Stédile,16ª rodada do Campeonato Brasileiro 2024,0 × 2,às 18:30
"sábado,",2024,13 de julho,Red Bull Bragantino,17.825 (1.507 sócios),20.042,"R$ 981.664,50",Independência,17ª rodada do Campeonato Brasileiro 2024,2 × 1,às 16:00
"sábado,",2024,20 de julho,Cruzeiro,40.465,40.465,"R$ 3.313.743,91",Allianz Parque,18ª rodada do Campeonato Brasileiro 2024,2 × 0,às 21:00
"quarta-feira,",2024,24 de julho,Juventude,43.130 (7.042 sócios),46.603,"R$ 2.240.665,25",Mineirão,19ª rodada do Campeonato Brasileiro 2024,2 × 0,às 19:00
"sábado,",2024,27 de julho,Cruzeiro,16.969,19.349,"R$ 1.085.780,00",Nilton Santos,20ª rodada do Campeonato Brasileiro 2024,0 × 3,às 21:30
"segunda-feira,",2024,5 de agosto,Fortaleza,7.909 (561 sócios),9.666,"R$ 828.117,00",Kléber Andrade,21ª rodada do Campeonato Brasileiro 2024,1 × 2,às 21:00
"sábado,",2024,10 de agosto,Atlético-MG,57.525 (3.666 sócios),61.583,"R$ 4.819.479,00",Mineirão,22ª rodada do Campeonato Brasileiro 2024,0 × 0,às 21:30
"quinta-feira,",2024,15 de agosto,Cruzeiro,43.973,43.973,Não informado,La Bombonera,Jogo de ida - Oitavas de Final da Copa Sul-Americana 2024,1 × 0,às 21:30
"segunda-feira,",2024,19 de agosto,Cruzeiro,16.940,16.940,"R$ 365.904,00",Barradão,23ª rodada do Campeonato Brasileiro 2024,2 × 2,às 20:00
"quinta-feira,",2024,22 de agosto,Boca Juniors,58.323 (43.742 sócios),58.323,"R$ 4.596.569,00",Mineirão,Jogo de volta - Oitavas de Final da Copa Sul-Americana 2024,2 × 1,às 21:30
"domingo,",2024,25 de agosto,Cruzeiro,30.754,30.754,"R$ 1.274.422,00",Beira-Rio,24ª rodada do Campeonato Brasileiro 2024,1 × 0,às 19:00
"quarta-feira,",2024,28 de agosto,Internacional,31.935 (5.067 sócios),35.238,"R$ 1.000.875,00",Mineirão,5ª rodada do Campeonato Brasileiro 2024,0 × 0,às 19:30
"domingo,",2024,1 de setembro,Atlético-GO,54.592 (13.335 sócios),58.233,"R$ 3.004.979,50",Mineirão,25ª rodada do Campeonato Brasileiro 2024,3 × 1,às 11:00
"domingo,",2024,15 de setembro,São Paulo,41.011 (30.234 sócios),44.473,"R$ 1.884.748,00",Mineirão,26ª rodada do Campeonato Brasileiro 2024,0 × 1,às 18:30
"quinta-feira,",2024,19 de setembro,Cruzeiro,Não disponível,Não disponível,Não informado,Defensores del Chaco,Jogo de ida - Quartas de Final da Copa Sul-Americana 2024,0 × 2,às 21:30
"domingo,",2024,22 de setembro,Cruzeiro,4.236,5.948,"R$ 129.730,00",Arena Pantanal,27ª rodada do Campeonato Brasileiro 2024,0 × 0,às 18:30
"quinta-feira,",2024,27 de setembro,Libertad,52.974,52.974,"R$ 2.829.293,00",Mineirão,Jogo de volta - Quartas de Final da Copa Sul-Americana 2024,1 × 1,às 21:30
"domingo,",2024,29 de setembro,Vasco,33.431 (6.674 sócios),36.817,"R$ 1.283.610,00",Mineirão,28ª roada do Campeonato Brasileiro 2024,1 × 1,às 18:30
"quinta-feira,",2024,3 de outubro,Cruzeiro,Não disponível,Não disponível,Não informado,Maracanã,29ª rodada do Campeonato Brasileiro 2024,1 × 0,às 21:30
"sexta-feira,",2024,18 de outubro,Bahia,31.422 (6.813 sócios),34.473,"R$ 1.197.697,60",Mineirão,30ª rodada do Campeonato Brasileiro 2024,1 × 1,às 21:30
"quarta-feira,",2024,23 de outubro,Lanús,57.158,57.158,"R$ 4.011.213,00",Mineirão,Jogo de ida - Semi-Final da Copa Sul-Americana 2024,1 × 1,às 19:00
"sábado,",2024,26 de outubro,Cruzeiro,35.552,35.552,"R$ 936.230,00",Ligga Arena,31ª rodada do Campeonato Brasileiro 2024,3 × 0,às 18:30
"quarta-feira,",2024,30 de outubro,Cruzeiro,Não disponível,Não disponível,Não informado,La Fortaleza,Jogo de volta - Semi-Final da Copa Sul-Americana 2024,0 × 1,às 19:00
"quarta-feira,",2024,6 de novembro,Flamengo,20.855 (2.482 sócios),20.855,"R$ 1.104.983,00",Independência,32ª rodada do Campeonato Brasileiro 2024,0 × 1,às 21:00
"sábado,",2024,9 de novembro,Criciúma,26.644 (8.052 sócios),29.287,"R$ 1.097.214,00",Mineirão,33ª rodada do Campeonato Brasileiro 2024,2 × 1,às 19:00
"quarta-feira,",2024,20 de novembro,Cruzeiro,Não disponível,Não disponível,Não informado,Arena Corinthians,34ª rodada do Campeonato Brasileiro 2024,2 × 1,às 11:00
"sábado,",2024,23 de novembro,Cruzeiro,Não disponível,Não disponível,Não informado,La Nueva Olla,Jogo único - Final da Copa Sul-Americana 2024,3 × 1,às 17:00
"quarta-feira,",2024,27 de novembro,Grêmio,17.723 (4.416 sócios),21.009,"R$ 717.982,50",Mineirão,35ª rodada do Campeonato Brasileiro 2024,1 × 1,às 21:00
"domingo,",2024,1 de dezembro,Cruzeiro,6.133,6.133,"R$ 280.740,00",Nabi Abi Chedid,36ª rodada do Campeonato Brasileiro 2024,1 × 1,às 18:30
"quarta-feira,",2024,4 de dezembro,Palmeiras,0,0,"R$ 0,00",Mineirão,37ª rodada do Campeonato Brasileiro 2024,1 × 2,às 21:30
"domingo,",2024,8 de dezembro,Cruzeiro,13.518,13.518,"R$ 368.820,00",Alfredo Jaconi,38ª rodada do Campeonato Brasileiro 2024,0 × 1,às 16:00
"quarta-feira,",2025,15 de janeiro,São Paulo,Não disponível,Não disponível,Não informado,Inter&Co Stadium,Amistosos 2025,1 × 1,às 21:30
"sábado,",2025,18 de janeiro,Cruzeiro,22.743,22.743,Não informado,Inter&Co Stadium,Amistosos 2025,0 × 0,às 17:30
"domingo,",2025,19 de janeiro,Tombense,10.976 (2.037 sócios),16.492,"R$ 431.593,00",Mineirão,1ª rodada do Campeonato Mineiro 2025,1 × 0,às 20:00
"quarta-feira,",2025,22 de janeiro,Cruzeiro,9.211,11.854,"R$ 1.059.922,00",Mané Garrincha,2ª rodada do Campeonato Mineiro 2025,1 × 0,às 19:00
"sábado,",2025,25 de janeiro,Betim Futebol,30.275 (3.376 sócios),33.308,"R$ 1.311.396,50",Mineirão,3ª rodada do Campeonato Mineiro 2025,1 × 1,às 19:30
"quinta-feira,",2025,30 de janeiro,Cruzeiro,1.550,2.329,"R$ 115.541,00",Independência,4ª rodada do Campeonato Mineiro 2025,1 × 4,às 19:00
"domingo,",2025,2 de fevereiro,Uberlândia,21.020 (3.179 sócios),24.053,"R$ 821.746,00",Mineirão,5ª rodada do Campeonato Mineiro 2025,3 × 1,às 18:30
"quarta-feira,",2025,5 de fevereiro,Cruzeiro,4.909,6.004,"R$ 295.260,00",Independência,6ª rodada do Campeonato Mineiro 2025,1 × 1,às 22:00
"domingo,",2025,9 de fevereiro,Atlético-MG,57.252 (5.306 sócios),60.834,"R$ 4.169.353,00",Mineirão,7ª rodada do Campeonato Mineiro 2025,0 × 2,às 16:00
"quarta-feira,",2025,12 de fevereiro,Cruzeiro,11.149,11.853,"R$ 552.825,00",Arena do Jacaré,8ª rodada do Campeonato Mineiro 2025,2 × 1,às 19:45
"domingo,",2025,16 de fevereiro,América-MG,34.462 (4.581 sócios),38.818,"R$ 1.525.850,50",Mineirão,Jogo de ida - Semi-Final do Campeonato Mineiro 2025,1 × 1,às 16:00
"sábado,",2025,22 de fevereiro,Cruzeiro,3.863,5.251,"R$ 168.218,00",Independência,Jogo de volta - Semi-Final do Campeonato Mineiro 2025,1 × 1,às 16:30
"sábado,",2025,22 de março,Cruzeiro,Não disponível,Não disponível,Não informado,Nabi Abi Chedid,Amistosos 2025,1 × 1,às 18:30
"sábado,",2025,29 de março,Mirassol,37.827 (13.621 sócios),40.837,"R$ 2.089.452,00",Mineirão,1ª rodada do Campeonato Brasileiro 2025,2 × 1,às 18:30
"terça-feira,",2025,1 de abril,Cruzeiro,Não disponível,Não disponível,Não informado,Estádio 15 de abril,1ª rodada - Fase de Grupos da Copa Sul-Americana 2025,1 × 0,às 19:00
"domingo,",2025,6 de abril,Cruzeiro,32.310,32.310,"R$ 1.628.212,00",Beira-Rio,2ª rodada do Campeonato Brasileiro 2025,3 × 0,às 18:30
"quarta-feira,",2025,9 de abril,Mushuc Runa,0,0,"R$ 0,00",Mineirão,2ª rodada - Fase de Grupos da Copa Sul-Americana 2025,1 × 2,às 21:30
"domingo,",2025,13 de abril,Cruzeiro,37.566,37.566,"R$ 1.834.528,00",Morumbi,3ª rodada do Campeonato Brasileiro 2025,1 × 1,às 17:30
"quinta-feira,",2025,17 de abril,Bahia,22.385 (13.028 sócios),26.557,"R$ 1.075.658,00",Mineirão,4ª rodada do Campeonato Brasileiro 2025,3 × 0,às 21:30
"domingo,",2025,20 de abril,Cruzeiro,6.840,6.840,"R$ 272.765,00",Nabi Abi Chedid,5ª rodada do Campeonato Brasileiro 2025,1 × 0,às 20:30
"quinta-feira,",2025,24 de abril,Cruzeiro,Não disponível,Não disponível,Não informado,Francisco Rumoroso,3ª rodada - Fase de Grupos da Copa Sul-Americana 2025,2 × 1,às 21:30
"domingo,",2025,27 de abril,Vasco,11.394 (0 sócios),15.398,"R$ 1.315.918,00",Parque do Sabiá,6ª rodada do Campeonato Brasileiro 2025,1 × 0,às 18:30
"quinta-feira,",2025,1 de maio,Vila Nova-GO,24.451 (6.686 sócios),27.772,"R$ 1.205.722,50",Mineirão,Jogo de ida - 3ª fase da Copa do Brasil 2025,2 × 0,às 21:30
"domingo,",2025,4 de maio,Flamengo,48.030 (7.097 sócios),52.792,"R$ 3.079.743,00",Mineirão,7ª rodada do Campeonato Brasileiro 2025,2 × 1,às 18:30
"quarta-feira,",2025,7 de maio,Cruzeiro,Não disponível,Não disponível,Não informado,Olímpico de Riobamba,4ª rodada - Fase de Grupos da Copa Sul-Americana 2025,1 × 1,às 21:30
"domingo,",2025,11 de maio,Cruzeiro,14.615,16.003,"R$ 485.140,00",Ilha do Retiro,8ª rodada do Campeonato Brasileiro 2025,0 × 4,às 16:00
"quarta-feira,",2025,14 de maio,Palestino,9.698,9.698,"R$ 191.490,00",Mineirão,5ª rodada - Fase de Grupos da Copa Sul-Americana 2025,2 × 1,às 21:30
"domingo,",2025,18 de maio,Atlético-MG,56.431 (9.153 sócios),61.106,"R$ 3.401.335,50",Mineirão,9ª rodada do Campeonato Brasileiro 2025,0 × 0,às 20:30
"quinta-feira,",2025,22 de maio,Cruzeiro,Não disponível,Não disponível,Não informado,Serra Dourada,Jogo de volta - 3ª fase da Copa do Brasil 2025,0 × 3,às 19:00
"domingo,",2025,25 de maio,Cruzeiro,12.080,12.483,"R$ 159.553,00",Castelão-CE,10ª rodada do Campeonato Brasileiro 2025,0 × 2,às 20:30
"quarta-feira,",2025,28 de maio,Unión de Santa Fé,20.944,20.944,"R$ 348.550,00",Mineirão,6ª rodada - Fase de Grupos da Copa Sul-Americana 2025,0 × 0,às 21:30
"domingo,",2025,1 de junho,Palmeiras,52.994 (16.133 sócios),57.747,"R$ 3.230.728,50",Mineirão,11ª rodada do Campeonato Brasileiro 2025,2 × 1,às 19:30
"quinta-feira,",2025,12 de junho,Cruzeiro,Não disponível,Não disponível,Não informado,Barradão,12ª rodada do Campeonato Brasileiro 2025,0 × 0,às 19:00
"quinta-feira,",2025,3 de julho,Defensa y Justicia,Não disponível,Não disponível,Não informado,Kléber Andrade,Amistosos 2025  Jogo único - Vitória Cup 2025,0 × 1,às 20:00
