dia_semana,ano,data,adversario,publico_pagante,publico_presente,renda_bruta,estadio,campeonato,placar,horario
"quarta-feira,",2018,12 de setembro,Cruzeiro,31.960,Não disponível,"R$ 2.732.380,98",Allianz Parque,Jogo de ida - Semi-Final da Copa do Brasil 2018,0 × 1,às 21:45
"domingo,",2018,16 de setembro,Atlético-MG,21.675 (10.258 sócios),24.999,"R$ 1.304.712,00",Mineirão,25ª rodada do Campeonato Brasileiro 2018,0 × 0,às 16:00
"quarta-feira,",2018,19 de setembro,Cruzeiro,Não disponível,Não disponível,Não informado,La Bombonera,Jogo de ida - Quartas de Final da Copa Libertadores da América 2018,2 × 0,às 21:45
"domingo,",2018,23 de setembro,Santos,5.534 (3.773 sócios),9.029,"R$ 78.179,50",Mineirão,26ª rodada do Campeonato Brasileiro 2018,2 × 1,às 19:00
"quarta-feira,",2018,26 de setembro,Palmeiras,37.940 (30.235 sócios),44.681,"R$ 2.128.080,00",Mineirão,Jogo de volta - Semi-Final da Copa do Brasil 2018,1 × 1,às 21:45
"domingo,",2018,30 de setembro,Cruzeiro,35.674,Não disponível,"R$ 1.260.130,00",Pacaembu,27ª rodada do Campeonato Brasileiro 2018,3 × 1,às 11:00
"quinta-feira,",2018,4 de outubro,Boca Juniors,48.925,56.791,"R$ 2.652.600,00",Mineirão,Jogo de volta - Quartas de Final da Copa Libertadores da América 2018,1 × 1,às 21:45
"quarta-feira,",2018,10 de outubro,Corinthians,46.199 (35.950 sócios),53.368,"R$ 4.169.226,50",Mineirão,Jogo de ida - Final da Copa do Brasil 2018,1 × 0,às 21:45
"domingo,",2018,14 de outubro,Cruzeiro,10.841,11.376,"R$ 249.945,00",São Januário,29ª rodada do Campeonato Brasileiro 2018,2 × 0,às 16:00
"quarta-feira,",2018,17 de outubro,Cruzeiro,45.978,Não disponível,"R$ 5.108.151,00",Arena Corinthians,Jogo de volta - Final da Copa do Brasil 2018,1 × 2,às 21:45
"domingo,",2018,21 de outubro,Chapecoense,8.251 (2.807 sócios),12.666,"R$ 163.169,00",Independência,30ª rodada do Campeonato Brasileiro 2018,3 × 0,às 19:00
"quarta-feira,",2018,24 de outubro,Ceará,12.058 (7.911 sócios),30.814,"R$ 204.315,00",Mineirão,28ª rodada do Campeonato Brasileiro 2018,0 × 2,às 19:30
"sábado,",2018,27 de outubro,Paraná Clube,6.405 (14.917 sócios),18.783,"R$ 105.203,00",Mineirão,31ª rodada do Campeonato Brasileiro 2018,3 × 1,às 21:00
"domingo,",2018,4 de novembro,Cruzeiro,9.423,Não disponível,"R$ 98.805,00",Independência,32ª rodada do Campeonato Brasileiro 2018,1 × 2,às 17:00
"sábado,",2018,10 de novembro,Cruzeiro,8.641,Não disponível,"R$ 174.170,00",Arena da Baixada,33ª rodada do Campeonato Brasileiro 2018,2 × 0,às 19:00
"quarta-feira,",2018,14 de novembro,Corinthians,8.314 (5.180 sócios),15.520,"R$ 128.669,00",Mineirão,34ª rodada do Campeonato Brasileiro 2018,1 × 0,às 21:45
"domingo,",2018,18 de novembro,Cruzeiro,14.058,Não disponível,"R$ 380.708,00",Morumbi,35ª rodada do Campeonato Brasileiro 2018,1 × 0,às 19:00
"quarta-feira,",2018,21 de novembro,Vitória,2.421 (1.437 sócios),4.036,"R$ 21.781,00",Mineirão,36ª rodada Campeonato Brasileiro 2018,3 × 0,às 21:45
"domingo,",2018,25 de novembro,Flamengo,20.527 (9.276 sócios),27.616,"R$ 343.624,00",Mineirão,37ª rodada do Campeonato Brasileiro 2018,0 × 2,às 17:00
"domingo,",2018,2 de dezembro,Cruzeiro,27.776,Não disponível,"R$ 338.691,00",Pituaçu,38ª rodada do Campeonato Brasileiro 2018,0 × 0,às 17:00
"sábado,",2019,19 de janeiro,Cruzeiro,3.700,4.180,"R$ 232.200,00",Farião,1ª rodada do Campeonato Mineiro 2019,1 × 3,às 16:30
"quarta-feira,",2019,23 de janeiro,Patrocinense,9.406 (5.038 sócios),15.141,"R$ 136.550,50",Mineirão,2ª rodada do Campeonato Mineiro 2018,1 × 0,às 21:30
"domingo,",2019,27 de janeiro,Atlético-MG,38.868 (23.145 sócios),43.354,"R$ 834.717,00",Mineirão,3ª rodada do Campeonato Mineiro 2019,1 × 1,às 11:00
"quinta-feira,",2019,31 de janeiro,Cruzeiro,3.572,4.272,"R$ 131.125,00",Melão,4ª rodada do Campeonato Mineiro 2019,2 × 2,às 20:00
"domingo,",2019,3 de fevereiro,Cruzeiro,2.021,2.481,"R$ 47.560,00",Castor Cifuentes,5ª rodada do Campeonato Mineiro 2019,0 × 3,às 17:00
"domingo,",2019,10 de fevereiro,Tupynambás,9.661 (4.901 sócios),14.176,"R$ 166.735,00",Mineirão,6ª rodada do Campeonato Mineiro 2019,3 × 0,às 17:00
"domingo,",2019,17 de fevereiro,Cruzeiro,5.829,6.620,"R$ 76.563,00",Independência,7ª rodada do Campeonato Mineiro 2019,0 × 0,às 17:00
"domingo,",2019,24 de fevereiro,Cruzeiro,4.740,5.140,"R$ 172.200,00",Zama Maciel,8ª rodada do Campeonato Mineiro 2019,1 × 1,às 19:00
"quinta-feira,",2019,7 de março,Cruzeiro,Não disponível,Não disponível,Não informado,El Palacio,1ª rodada da fase de grupos - Grupo B - Copa Libertadores da América 2019,0 × 1,às 19:00
"domingo,",2019,10 de março,Tombense,6.750 (3.306 sócios),11.756,"R$ 106.567,00",Mineirão,9ª rodada do Campeonato Mineiro 2019,2 × 0,às 16:00
"sábado,",2019,16 de junho,Cruzeiro,3.779,4.330,"R$ 85.470,00",Mário Helênio,10ª rodada do Campeonato Mineiro 2019,0 × 3,às 16:00
"quarta-feira,",2019,20 de março,Caldense,4.340 (2.707 sócios),7.623,"R$ 59.259,00",Mineirão,11ª rodada do Campeonato Mineiro 2019,3 × 0,às 21:30
"sábado,",2019,23 de março,Patrocinense,9.831 (4.758 sócios),19.998,"R$ 168.075,00",Mineirão,Jogo único - Quartas de final do Campeonato Mineiro 2019,5 × 0,às 19:00
"quarta-feira,",2019,27 de março,Deportivo Lara,33.293,39.595,"R$ 1.169.104,00",Mineirão,2ª rodada - Fase de Grupos (Grupo B) da Copa Libertadores da América 2019,2 × 0,às 19:30
"domingo,",2019,31 de março,Cruzeiro,4.655,6.746,"R$ 99.035,00",Independência,Jogo de ida - Semi Final do Campeonato Mineiro 2019,2 × 3,às 16:00
"quarta-feira,",2019,3 de abril,Cruzeiro,Não disponível,Não disponível,Não informado,George Capwell,3ª rodada - Grupo B da Copa Libertadores da América 2019,0 × 1,às 21:30
"sábado,",2019,6 de abril,América-MG,31.706 (16.818 sócios),51.525,"R$ 602.177,00",Mineirão,Jogo de volta - Semi Final do Campeonato Mineiro 2019,3 × 0,às 19:00
"quarta-feira,",2019,10 de abril,Huracán,26.077,31.694,"R$ 873.106,00",Mineirão,4ª rodada - Fase de Grupos B da Copa Libertadores da América 2019,4 × 0,às 19:30
"domingo,",2019,14 de abril,Atlético-MG,44.453 (26.870 sócios),51.032,"R$ 1.952.766,00",Mineirão,Jogo de ida - Final do Campeonato Mineiro 2019,2 × 1,às 16:00
"sábado,",2019,20 de abril,Cruzeiro,21.862,Não disponível,"R$ 1.208.669,00",Independência,Jogo de volta - Final do Campeonato Mineiro 2019,1 × 1,às 16:30
"terça-feira,",2019,23 de abril,Cruzeiro,0,0,Não informado,Metropolitano,4ª rodada - Fase de Grupos - Grupo B da Copa Libertadores da América 2019,0 × 2,às 17:00
"sábado,",2019,27 de abril,Cruzeiro,29.459,35.016,"R$ 1.311.592,00",Maracanã,1ª rodada do Campeonato Brasileiro 2019,3 × 1,às 21:00
"quarta-feira,",2019,1 de maio,Ceará,17.704 (9.248 sócios),22.677,"R$ 265.043,50",Mineirão,2ª rodada do Campeonato Brasileiro 2019,1 × 0,às 19:15
"domingo,",2019,5 de maio,Goiás,15.259 (7.380 sócios),19.735,"R$ 214.018,50",Mineirão,3ª rodada do Campeonato Brasileiro 2019,2 × 1,às 16:00
"quarta-feira,",2019,8 de maio,Emelec,18.083,24.417,"R$ 393.347,00",Mineirão,6ª rodada - Fase de Grupos (B) da Copa Libertadores da América 2019,1 × 2,às 19:15
"domingo,",2019,12 de maio,Cruzeiro,20.673,23.416,"R$ 948.310,00",Beira-Rio,4ª rodada do Campeonato Brasileiro 2019,3 × 1,às 16:00
"quarta-feira,",2019,15 de maio,Cruzeiro,15.912,16.806,"R$ 398.638,00",Maracanã,Jogo de ida - Oitavas de final da Copa do Brasil 2019,1 × 1,às 21:30
"sábado,",2019,18 de maio,Cruzeiro,10.734,11.427,"R$ 253.360,00",Maracanã,5ª rodada do Campeonato Brasileiro 2019,4 × 1,às 18:00
"domingo,",2019,26 de maio,Chapecoense,14.990,18.039,"R$ 151.883,00",Independência,6ª rodada do Campeonato Brasileiro 2019,1 × 2,às 19:00
"domingo,",2019,2 de junho,Cruzeiro,7.853,8.517,"R$ 297.639,00",Pacaembu,7ª rodada do Campeonato Brasileiro 2019,1 × 1,às 16:00
"quarta-feira,",2019,5 de junho,Fluminense,40.056,47.460,"R$ 546.960,50",Mineirão,Jogo da volta - Oitavas de Final da Copa do Brasil 2019,2 × 2,às 19:15
"sábado,",2019,8 de junho,Corinthians,16.120,21.370,"R$ 353.229,50",Mineirão,8ª rodada do Campeonato Brasileiro 2019,0 × 0,às 19:00
"quarta-feira,",2019,12 de junho,Cruzeiro,16.633,17.099,"R$ 114.947,00",Castelão-CE,9ª rodada do Campeonato Brasileiro 2019,2 × 1,às 21:00
"quinta-feira,",2019,11 de julho,Atlético-MG,41.379,51.958,"R$ 2.161.236,00",Mineirão,Jogo de ida - Quartas de Final da Copa do Brasil 2019,3 × 0,às 20:00
"domingo,",2019,14 de julho,Botafogo,13.227,18.012,"R$ 215.440,00",Mineirão,10ª rodada do Campeonato Brasileiro 2019,0 × 0,às 16:00
"quarta-feira,",2019,17 de julho,Cruzeiro,21.109,22.145,"R$ 1.352.936,00",Independência,Jogo de volta - Quartas de Final da Copa do Brasil 2019,2 × 0,às 19:15
"sábado,",2019,20 de julho,Cruzeiro,2.470,2.470,"R$ 248.619,00",Fonte Nova,11ª rodada do Campeonato Brasileiro 2019,0 × 0,às 17:00
"terça-feira,",2019,23 de julho,Cruzeiro,60.000,Não disponível,Não informado,Monumental de Núñez,Jogo de ida - Oitavas de Final da Copa Libertadores da América 2019,0 × 0,às 19:15
"sábado,",2019,27 de julho,Athletico,15.537 (5.909 sócios),20.689,"R$ 184.081,50",Mineirão,12ª rodada do Campeonato Brasileiro 2019,0 × 2,às 19:00
"terça-feira,",2019,30 de julho,River Plate,55.567,Não disponível,"R$ 2.464.451,00",Mineirão,Jogo de volta - Oitavas de Final da Copa Libertadores da América 2019,0 × 0,às 19:15
"domingo,",2019,4 de agosto,Cruzeiro,11.201,13.181,"R$ 546.290,00",Independência,13ª rodada do Campeonato Brasileiro 2019,2 × 0,às 19:00
"quarta-feira,",2019,7 de agosto,Internacional,27.371 (20.623 sócios),33.344,"R$ 905.798,00",Mineirão,Jogo de ida - Semi-Final da Copa do Brasil 2019,0 × 1,às 21:30
"domingo,",2019,11 de agosto,Cruzeiro,3.805,4.921,"R$ 98.425,00",Ressacada,14ª rodada do Campeonato Brasileiro 2019,2 × 2,às 16:00
"domingo,",2019,18 de agosto,Santos,36.975 (18.838 sócios),43.604,"R$ 629.491,00",Mineirão,15ª rodada do Campeonato Brasileiro 2019,2 × 0,às 16:00
"domingo,",2019,25 de agosto,Cruzeiro,7.633,8.715,"R$ 149.596,00",Rei Pelé,16ª rodada do Campeonato Brasileiro 2019,1 × 1,às 19:00
"domingo,",2019,1 de setembro,Vasco,19.922 (9.766 sócios),26.052,"R$ 281.902,00",Mineirão,17ª rodada do Campeonato Brasileiro 2019,1 × 0,às 19:00
"quarta-feira,",2019,4 de setembro,Cruzeiro,41.880,43.175,"R$ 2.389.469,00",Beira-Rio,Jogo de volta - Semi-Final da Copa do Brasil 2019,3 × 0,às 21:30
"domingo,",2019,8 de setembro,Grêmio,11.363 (4.995 sócios),14.208,"R$ 114.299,00",Independência,18ª rodada do Campeonato Brasileiro 2019,1 × 4,às 11:00
"sábado,",2019,14 de setembro,Cruzeiro,35.578,35.578,"R$ 2.267.761,50",Allianz Parque,19ª rodada do Campeonato Brasileiro 2019,1 × 0,às 19:00
"sábado,",2019,21 de setembro,Flamengo,34.043 (14.244 sócios),40.333,"R$ 1.059.046,00",Mineirão,20ª rodada do Campeonato Brasileiro 2019,1 × 2,às 17:00
"quarta-feira,",2019,25 de setembro,Cruzeiro,18.272,18.595,"R$ 146.002,00",Castelão-CE,21ª rodada do Campeonato Brasileiro 2019,0 × 0,às 19:30
"segunda-feira,",2019,30 de setembro,Cruzeiro,19.215,20.884,"R$ 260.455,00",Serra Dourada,22ª rodada do Campeonato Brasileiro 2019,1 × 0,às 20:00
"sábado,",2019,5 de outubro,Internacional,18.222 (9.303 sócios),22.561,"R$ 224.779,50",Mineirão,23ª rodada do Campeonato Brasileiro 2019,1 × 1,às 21:00
"quarta-feira,",2019,9 de outubro,Fluminense,31.995 (20.312 sócios),38.133,"R$ 374.558,00",Mineirão,24ª rodada do Campeonato Brasileiro 2019,0 × 0,às 21:30
"domingo,",2019,13 de outubro,Cruzeiro,3.749,4.399,"R$ 82.595,00",Arena Condá,25ª rodada do Campeonato Brasileiro 2019,1 × 1,às 19:00
"quarta-feira,",2019,16 de outubro,São Paulo,26.313 (15.250 sócios),30.969,"R$ 350.646,00",Mineirão,26ª rodada do Campeonato Brasileiro 2019,1 × 0,às 21:00
"sábado,",2019,19 de outubro,Cruzeiro,31.631,31.882,"R$ 1.529.296,10",Arena Corinthians,27ª rodada do Campeonato Brasileiro 2019,1 × 2,às 19:00
"sábado,",2019,26 de outubro,Fortaleza,25.644 (14.036 sócios),32.268,"R$ 540.229,00",Mineirão,28ª rodada do Campeonato Brasileiro 2019,1 × 1,às 21:00
"quinta-feira,",2019,31 de outubro,Cruzeiro,20.690,22.412,"R$ 305.525,00",Engenhão,29ª rodada do Campeonato Brasileiro 2019,0 × 2,às 21:30
"domingo,",2019,3 de novembro,Bahia,21.933 (12.960 sócios),25.913,"R$ 395.657,00",Mineirão,30ª rodada do Campeonato Brasileiro 2019,1 × 1,às 19:00
"quarta-feira,",2019,6 de novembro,Cruzeiro,12.885,12.885,"R$ 216.370,00",Arena da Baixada,31ª rodada do Campeonato Brasileiro 2019,0 × 0,às 21:30
"domingo,",2019,10 de novembro,Atlético-MG,37.844 (21.664 sócios),43.205,"R$ 1.165.329,00",Mineirão,32ª rodada do Campeonato Brasileiro 2019,0 × 0,às 16:00
"segunda-feira,",2019,18 de novembro,Avaí,15.012 (9.360 sócios),21.217,"R$ 285.904,50",Mineirão,33ª rodada do Campeonato Brasileiro 2019,0 × 0,às 20:00
"sábado,",2019,23 de novembro,Cruzeiro,7.905,Não disponível,"R$ 266.945,00",Vila Belmiro,34ª rodada do Campeonato Brasileiro 2019,4 × 1,às 21:00
"quinta-feira,",2019,28 de novembro,CSA,30.197 (18.709 sócios),34.290,"R$ 354.764,00",Mineirão,35ª rodada do Campeonato Brasileiro 2019,0 × 1,às 21:30
"segunda-feira,",2019,2 de dezembro,Cruzeiro,19.314,19.796,"R$ 567.032,00",São Januário,36ª rodada do Campeonato Brasileiro 2019,1 × 0,às 20:00
"quinta-feira,",2019,5 de dezembro,Cruzeiro,18.306,20.454,"R$ 635.190,00",Arena Grêmio,37ª rodada do Campeonato Brasileiro 2019,2 × 0,às 19:15
"domingo,",2019,8 de dezembro,Palmeiras,24.035 (14.180 sócios),27.229,"R$ 307.703,00",Mineirão,38ª rodada do Campeonato Brasileiro 2019,0 × 2,às 16:00
"quarta-feira,",2020,22 de janeiro,Boa Esporte,6.023 (5.407 sócios),9.945,"R$ 159.818,00",Mineirão,1ª rodada do Campeonato Mineiro 2020,2 × 0,às 21:30
"terça-feira,",2020,28 de janeiro,Villa Nova-MG,5.741 (3.347 sócios),8.060,"R$ 111.870,00",Mineirão,3ª rodada do Campeonato Mineiro 2020,1 × 0,às 20:00
"domingo,",2020,2 de fevereiro,Cruzeiro,2.454,2.954,"R$ 36.410,00",Mário Helênio,4ª rodada do Campeonato Mineiro 2020,2 × 4,às 19:00
"domingo,",2020,9 de fevereiro,América-MG,19.330 (9.209 sócios),21.902,"R$ 337.203,00",Mineirão,5ª rodada do Campeonato Mineiro 2020,1 × 1,às 16:00
"quinta-feira,",2020,13 de fevereiro,Cruzeiro,4.353,4.715,"R$ 192.240,00",Flamarion Vasconcelos,Jogo único - 1ª fase da Copa do Brasil 2020,2 × 2,às 21:30
"domingo,",2020,16 de fevereiro,Cruzeiro,2.136,2.736,"R$ 123.960,00",Pedro Alves do Nascimento,6ª rodada do Campeonato Mineiro 2020,1 × 1,às 19:00
"quinta-feira,",2020,20 de fevereiro,Cruzeiro,1.971,2.165,"R$ 68.840,00",Almeidão-MG,2ª rodada do Campeonato Mineiro 2020,2 × 0,às 19:15
"domingo,",2020,1 de março,Uberlândia,9.700 (3.813 sócios),12.035,"R$ 216.639,50",Mineirão,7ª rodada do Campeonato Mineiro 2020,2 × 1,às 16:00
"quarta-feira,",2020,4 de março,Cruzeiro,5.000,5.554,"R$ 213.150,00",Melão,Jogo único - 2ª fase da Copa do Brasil 2020,1 × 1,às 21:30
"sábado,",2020,7 de março,Cruzeiro,47.534,53.576,"R$ 753.615,00",Mineirão,8ª rodada do Campeonato Mineiro 2020,2 × 1,às 19:00
"quarta-feira,",2020,11 de março,CRB,10.247 (5.216 sócios),13.118,"R$ 210.569,50",Mineirão,Jogo de ida - 3ª fase da Copa do Brasil 2020,0 × 2,às 21:30
"domingo,",2020,15 de março,Coimbra,0,0,"R$ 0,00",Independência,9ª rodada do Campeonato Mineiro 2020,0 × 1,às 16:00
"domingo,",2020,26 de julho,URT,0,0,"R$ 0,00",Mineirão,10ª rodada do Campeonato Mineiro 2020,3 × 0,às 11:00
"quarta-feira,",2020,29 de julho,Cruzeiro,0,0,"R$ 0,00",Ronaldão,11ª rodada do Campeonato Mineiro 2020,0 × 1,às 21:30
"sábado,",2020,1 de agosto,Patrocinense,0,0,"R$ 0,00",Mineirão,Jogo único - Semifinal do Troféu Inconfidência 2020,3 × 0,às 14:30
"sábado,",2020,8 de agosto,Botafogo-SP,0,0,"R$ 0,00",Mineirão,1ª rodada do Campeonato Brasileiro B 2020,2 × 1,às 19:00
"terça-feira,",2020,11 de agosto,Cruzeiro,0,0,"R$ 0,00",Brinco de Ouro,2ª rodada do Campeonato Brasileiro 2020,2 × 3,às 20:30
"domingo,",2020,16 de agosto,Cruzeiro,0,0,"R$ 0,00",Orlando Scarpelli,3ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 16:00
"quinta-feira,",2020,20 de agosto,Chapecoense,0,0,"R$ 0,00",Mineirão,4ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 21:00
"domingo,",2020,23 de agosto,Cruzeiro,0,0,"R$ 0,00",Lourival Baptista,5ª rodada do Campeonato Brasileiro 2020,1 × 1,às 18:00
"quarta-feira,",2020,26 de agosto,Cruzeiro,0,0,"R$ 0,00",Rei Pelé,Jogo de volta - 3ª fase da Copa do Brasil 2020,1 × 1,às 16:00
"sábado,",2020,29 de agosto,América-MG,0,0,"R$ 0,00",Mineirão,6ª rodada do Campeonato Brasileiro B 2020,1 × 2,às 19:00
"quarta-feira,",2020,2 de setembro,Cruzeiro,0,0,"R$ 0,00",Bento Freitas,7ª rodada do Campeonato Brasileiro B 2020,1 × 0,às 21:30
"segunda-feira,",2020,7 de setembro,CRB,0,0,"R$ 0,00",Mineirão,8ª rodada do Campeonato Brasileiro B 2020,1 × 1,às 20:00
"sexta-feira,",2020,11 de setembro,Vitória,0,0,"R$ 0,00",Mineirão,9ª rodada do Campeonato Brasileiro B 2020,1 × 0,às 21:30
"sábado,",2020,19 de setembro,Cruzeiro,0,0,"R$ 0,00",Rei Pelé,10ª rodada do Campeonato Brasileiro B 2020,3 × 1,às 21:00
"sexta-feira,",2020,25 de setembro,Avaí,0,0,"R$ 0,00",Mineirão,11ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 21:30
"quarta-feira,",2020,30 de setembro,Ponte Preta,0,0,"R$ 0,00",Mineirão,12ª rodada do Campeonato Brasileiro B 2020,3 × 0,às 19:15
"sábado,",2020,3 de outubro,Cruzeiro,0,0,"R$ 0,00",Arena Pantanal,13ª rodada do Campeonato Brasileiro B 2020,1 × 0,às 22:00
"quinta-feira,",2020,8 de outubro,Sampaio Corrêa,0,0,"R$ 0,00",Mineirão,14ª rodada do Campeonato Brasileiro 2020,1 × 2,às 18:30
"domingo,",2020,11 de outubro,Cruzeiro,0,0,"R$ 0,00",Arena Barueri,15ª rodada do Campeonato Brasileiro B 2020,0 × 0,às 16:00
"sexta-feira,",2020,16 de outubro,Juventude,0,0,"R$ 0,00",Mineirão,16ª rodada do Campeonato Brasileiro B 2020,0 × 0,às 21:30
"terça-feira,",2020,20 de outubro,Cruzeiro,0,0,"R$ 0,00",Germano Kruger,17ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 21:30
"domingo,",2020,25 de outubro,Cruzeiro,0,0,"R$ 0,00",Estádio dos Aflitos,18ª rodada do Campeonato Brasileiro B 2020,1 × 1,às 16:00
"sexta-feira,",2020,30 de outubro,Paraná Clube,0,0,"R$ 0,00",Mineirão,19ª rodada do Campeonato Brasileiro B 2020,2 × 0,às 21:30
"sexta-feira,",2020,6 de novembro,Cruzeiro,0,0,"R$ 0,00",Estádio Santa Cruz,20ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 19:15
"segunda-feira,",2020,9 de novembro,Guarani,0,0,"R$ 0,00",Mineirão,21ª rodada do Campeonato Brasileiro B 2020,3 × 3,às 20:00
"sexta-feira,",2020,20 de novembro,Figueirense,0,0,"R$ 0,00",Mineirão,22ª rodada do Campeonato Brasileiro B 2020,1 × 1,às 20:30
"terça-feira,",2020,24 de novembro,Cruzeiro,0,0,"R$ 0,00",Arena Condá,23ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 21:30
"sexta-feira,",2020,27 de novembro,Confiança,0,0,"R$ 0,00",Mineirão,24ª rodada do Campeonato Brasileiro B 2020,1 × 2,às 21:30
"quarta-feira,",2020,2 de dezembro,Cruzeiro,0,0,"R$ 0,00",Independência,25ª rodada do Campeonato Brasileiro B 2020,1 × 2,às 21:30
"sábado,",2020,5 de dezembro,Brasil de Pelotas,0,0,"R$ 0,00",Mineirão,26ª rodada do Campeonato Brasileiro B 2020,4 × 1,às 21:00
"terça-feira,",2020,8 de dezembro,Cruzeiro,0,0,"R$ 0,00",Rei Pelé,27ª rodada do Campeonato Brasileiro B 2020,0 × 0,às 21:30
"sexta-feira,",2020,11 de dezembro,Cruzeiro,0,0,"R$ 0,00",Barradão,28ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 21:30
"terça-feira,",2020,15 de dezembro,CSA,0,0,"R$ 0,00",Independência,29ª rodada do Campeonato Brasileiro B 2020,1 × 1,às 21:30
"sexta-feira,",2020,18 de dezembro,Cruzeiro,0,0,"R$ 0,00",Ressacada,30ª rodada do Campeonato Brasileiro B 2020,1 × 1,às 20:15
"terça-feira,",2020,22 de dezembro,Cruzeiro,0,0,"R$ 0,00",Moisés Lucarelli,31ª rodada do Campeonato Brasileiro B 2020,2 × 1,às 21:30
"terça-feira,",2020,29 de dezembro,Cuiabá,0,0,"R$ 0,00",Independência,32ª rodada do Campeonato Brasileiro B 2020,0 × 0,às 21:30
"sexta-feira,",2021,8 de janeiro,Cruzeiro,0,0,"R$ 0,00",Castelão-MA,33ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 21:30
"quarta-feira,",2021,13 de janeiro,Oeste,0,0,"R$ 0,00",Independência,34ª rodada do Campeonato Brasileiro B 2020,0 × 1,às 21:30
"sábado,",2021,16 de janeiro,Cruzeiro,0,0,"R$ 0,00",Alfredo Jaconi,35ª rodada do Campeonato Brasileiro B 2020,1 × 0,às 19:00
"quarta-feira,",2021,20 de janeiro,Operário-PR,0,0,"R$ 0,00",Independência,36ª rodada do Campeonato Brasileiro B 2020,2 × 1,às 21:30
"domingo,",2021,24 de janeiro,Náutico,0,0,"R$ 0,00",Independência,37ª rodada do Campeonato Brasileiro B 2020,0 × 0,às 16:00
"sexta-feira,",2021,29 de janeiro,Cruzeiro,0,0,"R$ 0,00",Durival de Britto,38º rodada do Campeonato Brasileiro B 2020,0 × 0,às 21:30
"sábado,",2021,27 de fevereiro,Cruzeiro,0,0,"R$ 0,00",Parque do Sabiá,1º rodada do Campeonato Mineiro 2021,1 × 1,às 16:30
"quarta-feira,",2021,3 de março,Caldense,0,0,"R$ 0,00",Mineirão,2ª rodada do Campeonato Mineiro 2021,0 × 1,às 21:30
"sábado,",2021,6 de março,Cruzeiro,0,0,"R$ 0,00",Arena do Jacaré,3º rodada do Campeonato Mineiro 2021,0 × 2,às 21:00
"quinta-feira,",2021,11 de março,Cruzeiro,0,0,"R$ 0,00",Flamarion Vasconcelos,Jogo único - 1ª fase da Copa do Brasil 2021,1 × 1,às 19:15
"domingo,",2021,14 de março,Athletic-MG,0,0,"R$ 0,00",Mineirão,4ª rodada do Campeonato Mineiro 2021,1 × 0,às 16:00
"domingo,",2021,21 de março,Cruzeiro,0,0,"R$ 0,00",Independência,5ª rodada do Campeonato Mineiro 2021,1 × 0,às 16:00
"quinta-feira,",2021,1 de abril,Tombense,0,0,"R$ 0,00",Mineirão,6ª rodada do Campeonato Mineiro 2021,0 × 0,às 16:00
"domingo,",2021,4 de abril,Cruzeiro,0,0,"R$ 0,00",Melão,7ª rodada do Campeonato Mineiro 2021,0 × 1,às 11:00
"quarta-feira,",2021,7 de abril,Cruzeiro,0,0,"R$ 0,00",Independência,8ª rodada do Campeonato Mineiro 2021,0 × 2,às 17:30
"domingo,",2021,11 de abril,Atlético-MG,0,0,"R$ 0,00",Mineirão,9ª rodada do Campeonato Mineiro 2021,1 × 0,às 16:00
"quarta-feira,",2021,14 de abril,Cruzeiro,0,0,"R$ 0,00",Arena das Dunas,Jogo único - 2ª fase da Copa do Brasil 2021,0 × 1,às 21:30
"domingo,",2021,18 de abril,Cruzeiro,0,0,"R$ 0,00",Maduzão,10ª rodada do Campeonato Mineiro 2021,1 × 0,às 11:00
"domingo,",2021,25 de abril,Patrocinense,0,0,"R$ 0,00",Mineirão,11ª rodada do Campeonato Mineiro 2021,4 × 0,às 16:00
"domingo,",2021,2 de maio,América-MG,0,0,"R$ 0,00",Mineirão,Jogo de ida - Semi-Final do Campeonato Mineiro 2021,1 × 2,às 16:00
"domingo,",2021,9 de maio,Cruzeiro,0,0,"R$ 0,00",Independência,Jogo de volta - Semi-Final do Campeonato Mineiro 2021,3 × 1,às 16:00
"sábado,",2021,29 de maio,Cruzeiro,0,0,"R$ 0,00",Batistão,1ª rodada do Campeonato Brasileiro B 2021,3 × 1,às 16:30
"quinta-feira,",2021,3 de junho,Juazeirense,0,0,"R$ 0,00",Mineirão,Jogo de ida - 3ª fase da Copa do Brasil 2021,1 × 0,às 16:30
"domingo,",2021,6 de junho,CRB,0,0,"R$ 0,00",Mineirão,2ª rodada do Campeonato Brasileiro B 2021,3 × 4,às 18:15
"quarta-feira,",2021,9 de junho,Cruzeiro,0,0,"R$ 0,00",Adauto Moraes,Jogo de volta - 3ª fase da Copa do Brasil 2021,1 × 0,às 19:00
"sábado,",2021,12 de junho,Goiás,0,0,"R$ 0,00",Mineirão,3ª rodada do Campeonato Brasileiro B 2021,1 × 1,às 21:00
"quarta-feira,",2021,16 de junho,Cruzeiro,0,0,"R$ 0,00",Moisés Lucarelli,4ª rodada do Campeonato Brasileiro B 2021,0 × 1,às 21:30
